decision_id,trainset_id,decision_date,decision,reason_summary,actual_outcome,remarks
D942025-10-18,94,18-10-2025,inducted,Service Ready,success,Override Applied
D952025-10-18,95,18-10-2025,standby,Operational Buffer,success,Issue Noted
D962025-10-18,96,18-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D972025-10-18,97,18-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D982025-10-18,98,18-10-2025,inducted,Mileage Balanced,success,OK
D992025-10-18,99,18-10-2025,inducted,Branding Commitment,success,OK
D1002025-10-18,100,18-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D12025-10-19,1,19-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D22025-10-19,2,19-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D32025-10-19,3,19-10-2025,maintenance,Scheduled Cleaning,delayed,OK
D42025-10-19,4,19-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D52025-10-19,5,19-10-2025,standby,Operational Buffer,delayed,Override Applied
D62025-10-19,6,19-10-2025,inducted,Branding Commitment,delayed,OK
D72025-10-19,7,19-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D82025-10-19,8,19-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D92025-10-19,9,19-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D102025-10-19,10,19-10-2025,standby,Reserve Rake,success,OK
D112025-10-19,11,19-10-2025,inducted,Branding Commitment,delayed,OK
D122025-10-19,12,19-10-2025,inducted,Mileage Balanced,success,Override Applied
D132025-10-19,13,19-10-2025,maintenance,Pending Job Card,delayed,OK
D142025-10-19,14,19-10-2025,standby,Reserve Rake,delayed,Issue Noted
D152025-10-19,15,19-10-2025,inducted,Branding Commitment,success,Issue Noted
D162025-10-19,16,19-10-2025,maintenance,Pending Job Card,withdrawn,Issue Noted
D172025-10-19,17,19-10-2025,inducted,Mileage Balanced,withdrawn,OK
D182025-10-19,18,19-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D192025-10-19,19,19-10-2025,inducted,Service Ready,success,Override Applied
D202025-10-19,20,19-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D212025-10-19,21,19-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D222025-10-19,22,19-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D232025-10-19,23,19-10-2025,standby,Reserve Rake,delayed,OK
D242025-10-19,24,19-10-2025,inducted,Branding Commitment,delayed,OK
D252025-10-19,25,19-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D262025-10-19,26,19-10-2025,inducted,Mileage Balanced,success,OK
D272025-10-19,27,19-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D282025-10-19,28,19-10-2025,standby,Reserve Rake,success,OK
D292025-10-19,29,19-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D302025-10-19,30,19-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D312025-10-19,31,19-10-2025,standby,Operational Buffer,delayed,OK
D322025-10-19,32,19-10-2025,inducted,Service Ready,withdrawn,OK
D332025-10-19,33,19-10-2025,standby,Operational Buffer,success,OK
D342025-10-19,34,19-10-2025,standby,Operational Buffer,withdrawn,OK
D352025-10-19,35,19-10-2025,inducted,Mileage Balanced,withdrawn,OK
D362025-10-19,36,19-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D372025-10-19,37,19-10-2025,inducted,Mileage Balanced,withdrawn,OK
D382025-10-19,38,19-10-2025,inducted,Service Ready,success,Issue Noted
D392025-10-19,39,19-10-2025,inducted,Service Ready,delayed,OK
D402025-10-19,40,19-10-2025,maintenance,Scheduled Cleaning,delayed,OK
D412025-10-19,41,19-10-2025,inducted,Service Ready,delayed,Override Applied
D422025-10-19,42,19-10-2025,inducted,Branding Commitment,success,OK
D432025-10-19,43,19-10-2025,inducted,Service Ready,delayed,OK
D442025-10-19,44,19-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D452025-10-19,45,19-10-2025,inducted,Branding Commitment,success,Issue Noted
D462025-10-19,46,19-10-2025,inducted,Branding Commitment,delayed,OK
D472025-10-19,47,19-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D482025-10-19,48,19-10-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D492025-10-19,49,19-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D502025-10-19,50,19-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D512025-10-19,51,19-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D522025-10-19,52,19-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D532025-10-19,53,19-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D542025-10-19,54,19-10-2025,inducted,Service Ready,success,OK
D552025-10-19,55,19-10-2025,standby,Reserve Rake,success,Override Applied
D562025-10-19,56,19-10-2025,inducted,Branding Commitment,success,OK
D572025-10-19,57,19-10-2025,standby,Reserve Rake,delayed,Issue Noted
D582025-10-19,58,19-10-2025,inducted,Service Ready,delayed,Override Applied
D592025-10-19,59,19-10-2025,inducted,Branding Commitment,delayed,OK
D602025-10-19,60,19-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D612025-10-19,61,19-10-2025,inducted,Service Ready,delayed,Issue Noted
D622025-10-19,62,19-10-2025,inducted,Branding Commitment,withdrawn,OK
D632025-10-19,63,19-10-2025,inducted,Service Ready,withdrawn,Override Applied
D642025-10-19,64,19-10-2025,inducted,Service Ready,withdrawn,Override Applied
D652025-10-19,65,19-10-2025,standby,Operational Buffer,success,Override Applied
D662025-10-19,66,19-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D672025-10-19,67,19-10-2025,inducted,Service Ready,success,Issue Noted
D682025-10-19,68,19-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D692025-10-19,69,19-10-2025,inducted,Service Ready,success,OK
D702025-10-19,70,19-10-2025,inducted,Branding Commitment,delayed,Override Applied
D712025-10-19,71,19-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D722025-10-19,72,19-10-2025,inducted,Service Ready,success,OK
D732025-10-19,73,19-10-2025,inducted,Service Ready,success,OK
D742025-10-19,74,19-10-2025,inducted,Mileage Balanced,delayed,OK
D752025-10-19,75,19-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D762025-10-19,76,19-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D772025-10-19,77,19-10-2025,maintenance,Pending Job Card,withdrawn,OK
D782025-10-19,78,19-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D792025-10-19,79,19-10-2025,inducted,Service Ready,delayed,Issue Noted
D802025-10-19,80,19-10-2025,inducted,Branding Commitment,withdrawn,OK
D812025-10-19,81,19-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D822025-10-19,82,19-10-2025,inducted,Service Ready,success,OK
D832025-10-19,83,19-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D842025-10-19,84,19-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D852025-10-19,85,19-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D862025-10-19,86,19-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D872025-10-19,87,19-10-2025,inducted,Service Ready,withdrawn,OK
D882025-10-19,88,19-10-2025,maintenance,Pending Job Card,success,OK
D892025-10-19,89,19-10-2025,standby,Operational Buffer,delayed,Issue Noted
D902025-10-19,90,19-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D912025-10-19,91,19-10-2025,inducted,Mileage Balanced,success,Override Applied
D922025-10-19,92,19-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D932025-10-19,93,19-10-2025,inducted,Mileage Balanced,delayed,OK
D942025-10-19,94,19-10-2025,standby,Reserve Rake,delayed,Override Applied
D952025-10-19,95,19-10-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D962025-10-19,96,19-10-2025,standby,Reserve Rake,delayed,OK
D972025-10-19,97,19-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D982025-10-19,98,19-10-2025,inducted,Branding Commitment,success,Override Applied
D992025-10-19,99,19-10-2025,inducted,Branding Commitment,delayed,OK
D1002025-10-19,100,19-10-2025,inducted,Service Ready,success,OK
D12025-10-20,1,20-10-2025,maintenance,Fitness Certificate Expired,success,OK
D22025-10-20,2,20-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D32025-10-20,3,20-10-2025,inducted,Branding Commitment,success,Override Applied
D42025-10-20,4,20-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D52025-10-20,5,20-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D62025-10-20,6,20-10-2025,inducted,Mileage Balanced,success,Issue Noted
D72025-10-20,7,20-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D82025-10-20,8,20-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D92025-10-20,9,20-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D102025-10-20,10,20-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D112025-10-20,11,20-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D122025-10-20,12,20-10-2025,standby,Reserve Rake,withdrawn,OK
D132025-10-20,13,20-10-2025,inducted,Service Ready,delayed,OK
D142025-10-20,14,20-10-2025,inducted,Service Ready,delayed,Issue Noted
D152025-10-20,15,20-10-2025,inducted,Service Ready,success,Issue Noted
D162025-10-20,16,20-10-2025,maintenance,Fitness Certificate Expired,success,OK
D172025-10-20,17,20-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D182025-10-20,18,20-10-2025,inducted,Branding Commitment,delayed,Override Applied
D192025-10-20,19,20-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D202025-10-20,20,20-10-2025,maintenance,Scheduled Cleaning,delayed,Issue Noted
D212025-10-20,21,20-10-2025,inducted,Service Ready,withdrawn,OK
D222025-10-20,22,20-10-2025,inducted,Mileage Balanced,withdrawn,OK
D232025-10-20,23,20-10-2025,maintenance,Scheduled Cleaning,success,OK
D242025-10-20,24,20-10-2025,inducted,Service Ready,withdrawn,OK
D252025-10-20,25,20-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D262025-10-20,26,20-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D272025-10-20,27,20-10-2025,maintenance,Scheduled Cleaning,success,OK
D282025-10-20,28,20-10-2025,inducted,Branding Commitment,delayed,Override Applied
D292025-10-20,29,20-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D302025-10-20,30,20-10-2025,inducted,Service Ready,success,Override Applied
D312025-10-20,31,20-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D322025-10-20,32,20-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D332025-10-20,33,20-10-2025,inducted,Service Ready,success,Issue Noted
D342025-10-20,34,20-10-2025,maintenance,Pending Job Card,success,Override Applied
D352025-10-20,35,20-10-2025,inducted,Service Ready,success,Override Applied
D362025-10-20,36,20-10-2025,inducted,Mileage Balanced,success,Issue Noted
D372025-10-20,37,20-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D382025-10-20,38,20-10-2025,standby,Reserve Rake,success,OK
D392025-10-20,39,20-10-2025,inducted,Branding Commitment,delayed,Override Applied
D402025-10-20,40,20-10-2025,standby,Reserve Rake,delayed,Issue Noted
D412025-10-20,41,20-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D422025-10-20,42,20-10-2025,inducted,Service Ready,delayed,Issue Noted
D432025-10-20,43,20-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D442025-10-20,44,20-10-2025,standby,Operational Buffer,delayed,Issue Noted
D452025-10-20,45,20-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D462025-10-20,46,20-10-2025,inducted,Branding Commitment,delayed,Override Applied
D472025-10-20,47,20-10-2025,inducted,Service Ready,withdrawn,OK
D482025-10-20,48,20-10-2025,inducted,Service Ready,withdrawn,Override Applied
D492025-10-20,49,20-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D502025-10-20,50,20-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D512025-10-20,51,20-10-2025,maintenance,Fitness Certificate Expired,withdrawn,OK
D522025-10-20,52,20-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D532025-10-20,53,20-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D542025-10-20,54,20-10-2025,maintenance,Fitness Certificate Expired,success,OK
D552025-10-20,55,20-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D562025-10-20,56,20-10-2025,inducted,Service Ready,success,OK
D572025-10-20,57,20-10-2025,inducted,Branding Commitment,delayed,OK
D582025-10-20,58,20-10-2025,standby,Reserve Rake,success,OK
D592025-10-20,59,20-10-2025,inducted,Mileage Balanced,success,Issue Noted
D602025-10-20,60,20-10-2025,inducted,Service Ready,success,Override Applied
D612025-10-20,61,20-10-2025,standby,Reserve Rake,delayed,OK
D622025-10-20,62,20-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D632025-10-20,63,20-10-2025,inducted,Mileage Balanced,withdrawn,OK
D642025-10-20,64,20-10-2025,inducted,Mileage Balanced,withdrawn,OK
D652025-10-20,65,20-10-2025,inducted,Service Ready,withdrawn,Override Applied
D662025-10-20,66,20-10-2025,inducted,Branding Commitment,delayed,Override Applied
D672025-10-20,67,20-10-2025,inducted,Branding Commitment,withdrawn,OK
D682025-10-20,68,20-10-2025,maintenance,Pending Job Card,withdrawn,OK
D692025-10-20,69,20-10-2025,inducted,Branding Commitment,success,OK
D702025-10-20,70,20-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D712025-10-20,71,20-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D722025-10-20,72,20-10-2025,inducted,Service Ready,withdrawn,Override Applied
D732025-10-20,73,20-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D742025-10-20,74,20-10-2025,maintenance,Fitness Certificate Expired,success,Override Applied
D752025-10-20,75,20-10-2025,inducted,Mileage Balanced,success,OK
D762025-10-20,76,20-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D772025-10-20,77,20-10-2025,inducted,Mileage Balanced,success,Override Applied
D782025-10-20,78,20-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D792025-10-20,79,20-10-2025,inducted,Branding Commitment,success,OK
D802025-10-20,80,20-10-2025,inducted,Branding Commitment,delayed,OK
D812025-10-20,81,20-10-2025,inducted,Mileage Balanced,success,Override Applied
D822025-10-20,82,20-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D832025-10-20,83,20-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D842025-10-20,84,20-10-2025,inducted,Service Ready,delayed,OK
D852025-10-20,85,20-10-2025,inducted,Branding Commitment,withdrawn,OK
D862025-10-20,86,20-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D872025-10-20,87,20-10-2025,inducted,Service Ready,delayed,Override Applied
D882025-10-20,88,20-10-2025,inducted,Service Ready,withdrawn,Override Applied
D892025-10-20,89,20-10-2025,standby,Reserve Rake,delayed,OK
D902025-10-20,90,20-10-2025,inducted,Service Ready,withdrawn,OK
D912025-10-20,91,20-10-2025,maintenance,Scheduled Cleaning,delayed,OK
D922025-10-20,92,20-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D932025-10-20,93,20-10-2025,maintenance,Pending Job Card,success,Issue Noted
D942025-10-20,94,20-10-2025,inducted,Mileage Balanced,success,Issue Noted
D952025-10-20,95,20-10-2025,inducted,Branding Commitment,withdrawn,OK
D962025-10-20,96,20-10-2025,inducted,Mileage Balanced,success,OK
D972025-10-20,97,20-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D982025-10-20,98,20-10-2025,inducted,Service Ready,success,Override Applied
D992025-10-20,99,20-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D1002025-10-20,100,20-10-2025,inducted,Branding Commitment,success,OK
D12025-10-21,1,21-10-2025,inducted,Service Ready,withdrawn,Override Applied
D22025-10-21,2,21-10-2025,inducted,Branding Commitment,success,Override Applied
D32025-10-21,3,21-10-2025,maintenance,Pending Job Card,withdrawn,OK
D42025-10-21,4,21-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D52025-10-21,5,21-10-2025,standby,Operational Buffer,success,Issue Noted
D62025-10-21,6,21-10-2025,inducted,Branding Commitment,success,OK
D72025-10-21,7,21-10-2025,standby,Operational Buffer,withdrawn,OK
D82025-10-21,8,21-10-2025,inducted,Branding Commitment,delayed,OK
D92025-10-21,9,21-10-2025,standby,Operational Buffer,delayed,Issue Noted
D102025-10-21,10,21-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D112025-10-21,11,21-10-2025,inducted,Service Ready,withdrawn,Override Applied
D122025-10-21,12,21-10-2025,inducted,Service Ready,withdrawn,OK
D132025-10-21,13,21-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D142025-10-21,14,21-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D152025-10-21,15,21-10-2025,standby,Operational Buffer,success,Issue Noted
D162025-10-21,16,21-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D172025-10-21,17,21-10-2025,maintenance,Pending Job Card,success,Override Applied
D182025-10-21,18,21-10-2025,inducted,Branding Commitment,delayed,OK
D192025-10-21,19,21-10-2025,inducted,Mileage Balanced,withdrawn,OK
D202025-10-21,20,21-10-2025,inducted,Branding Commitment,success,Issue Noted
D212025-10-21,21,21-10-2025,inducted,Mileage Balanced,success,OK
D222025-10-21,22,21-10-2025,inducted,Service Ready,delayed,Issue Noted
D232025-10-21,23,21-10-2025,inducted,Branding Commitment,success,Override Applied
D242025-10-21,24,21-10-2025,inducted,Branding Commitment,delayed,Override Applied
D252025-10-21,25,21-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D262025-10-21,26,21-10-2025,inducted,Branding Commitment,success,Issue Noted
D272025-10-21,27,21-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D282025-10-21,28,21-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D292025-10-21,29,21-10-2025,standby,Operational Buffer,success,Override Applied
D302025-10-21,30,21-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D312025-10-21,31,21-10-2025,inducted,Service Ready,withdrawn,OK
D322025-10-21,32,21-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D332025-10-21,33,21-10-2025,standby,Reserve Rake,success,Issue Noted
D342025-10-21,34,21-10-2025,inducted,Service Ready,delayed,Override Applied
D352025-10-21,35,21-10-2025,standby,Operational Buffer,success,Override Applied
D362025-10-21,36,21-10-2025,standby,Operational Buffer,success,OK
D372025-10-21,37,21-10-2025,inducted,Branding Commitment,delayed,OK
D382025-10-21,38,21-10-2025,inducted,Service Ready,delayed,OK
D392025-10-21,39,21-10-2025,inducted,Service Ready,success,OK
D402025-10-21,40,21-10-2025,standby,Reserve Rake,success,OK
D412025-10-21,41,21-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D422025-10-21,42,21-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D432025-10-21,43,21-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D442025-10-21,44,21-10-2025,maintenance,Pending Job Card,success,Override Applied
D452025-10-21,45,21-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D462025-10-21,46,21-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D472025-10-21,47,21-10-2025,inducted,Service Ready,delayed,Override Applied
D482025-10-21,48,21-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D492025-10-21,49,21-10-2025,standby,Operational Buffer,success,Override Applied
D502025-10-21,50,21-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D512025-10-21,51,21-10-2025,inducted,Service Ready,delayed,Override Applied
D522025-10-21,52,21-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D532025-10-21,53,21-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D542025-10-21,54,21-10-2025,inducted,Mileage Balanced,success,Issue Noted
D552025-10-21,55,21-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D562025-10-21,56,21-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D572025-10-21,57,21-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D582025-10-21,58,21-10-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D592025-10-21,59,21-10-2025,inducted,Mileage Balanced,withdrawn,OK
D602025-10-21,60,21-10-2025,inducted,Service Ready,success,Issue Noted
D612025-10-21,61,21-10-2025,inducted,Mileage Balanced,success,OK
D622025-10-21,62,21-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D632025-10-21,63,21-10-2025,inducted,Branding Commitment,success,Issue Noted
D642025-10-21,64,21-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D652025-10-21,65,21-10-2025,inducted,Branding Commitment,delayed,OK
D662025-10-21,66,21-10-2025,inducted,Branding Commitment,delayed,Override Applied
D672025-10-21,67,21-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D682025-10-21,68,21-10-2025,inducted,Branding Commitment,success,Issue Noted
D692025-10-21,69,21-10-2025,inducted,Service Ready,success,Override Applied
D702025-10-21,70,21-10-2025,inducted,Mileage Balanced,success,Issue Noted
D712025-10-21,71,21-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D722025-10-21,72,21-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D732025-10-21,73,21-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D742025-10-21,74,21-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D752025-10-21,75,21-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D762025-10-21,76,21-10-2025,inducted,Service Ready,delayed,Issue Noted
D772025-10-21,77,21-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D782025-10-21,78,21-10-2025,inducted,Branding Commitment,success,Override Applied
D792025-10-21,79,21-10-2025,inducted,Service Ready,withdrawn,Override Applied
D802025-10-21,80,21-10-2025,inducted,Service Ready,withdrawn,OK
D812025-10-21,81,21-10-2025,maintenance,Scheduled Cleaning,delayed,Issue Noted
D822025-10-21,82,21-10-2025,standby,Reserve Rake,delayed,Issue Noted
D832025-10-21,83,21-10-2025,inducted,Branding Commitment,delayed,OK
D842025-10-21,84,21-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D852025-10-21,85,21-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D862025-10-21,86,21-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D872025-10-21,87,21-10-2025,inducted,Branding Commitment,success,Issue Noted
D882025-10-21,88,21-10-2025,inducted,Service Ready,delayed,OK
D892025-10-21,89,21-10-2025,maintenance,Fitness Certificate Expired,success,OK
D902025-10-21,90,21-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D912025-10-21,91,21-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D922025-10-21,92,21-10-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D932025-10-21,93,21-10-2025,inducted,Mileage Balanced,success,Override Applied
D942025-10-21,94,21-10-2025,inducted,Service Ready,success,Override Applied
D952025-10-21,95,21-10-2025,maintenance,Pending Job Card,delayed,OK
D962025-10-21,96,21-10-2025,inducted,Mileage Balanced,delayed,OK
D972025-10-21,97,21-10-2025,standby,Reserve Rake,success,Issue Noted
D982025-10-21,98,21-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D992025-10-21,99,21-10-2025,standby,Reserve Rake,delayed,Issue Noted
D1002025-10-21,100,21-10-2025,inducted,Service Ready,delayed,OK
D12025-10-22,1,22-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D22025-10-22,2,22-10-2025,inducted,Service Ready,success,Override Applied
D32025-10-22,3,22-10-2025,inducted,Service Ready,success,Issue Noted
D42025-10-22,4,22-10-2025,standby,Reserve Rake,delayed,OK
D52025-10-22,5,22-10-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D62025-10-22,6,22-10-2025,inducted,Branding Commitment,success,OK
D72025-10-22,7,22-10-2025,standby,Operational Buffer,delayed,OK
D82025-10-22,8,22-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D92025-10-22,9,22-10-2025,inducted,Mileage Balanced,withdrawn,OK
D102025-10-22,10,22-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D112025-10-22,11,22-10-2025,standby,Operational Buffer,delayed,OK
D122025-10-22,12,22-10-2025,inducted,Service Ready,success,Override Applied
D132025-10-22,13,22-10-2025,maintenance,Pending Job Card,success,OK
D142025-10-22,14,22-10-2025,inducted,Mileage Balanced,delayed,OK
D152025-10-22,15,22-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D162025-10-22,16,22-10-2025,inducted,Service Ready,delayed,OK
D172025-10-22,17,22-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D182025-10-22,18,22-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D192025-10-22,19,22-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D202025-10-22,20,22-10-2025,inducted,Branding Commitment,delayed,Override Applied
D212025-10-22,21,22-10-2025,inducted,Mileage Balanced,success,Issue Noted
D222025-10-22,22,22-10-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D232025-10-22,23,22-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D242025-10-22,24,22-10-2025,maintenance,Scheduled Cleaning,delayed,Issue Noted
D252025-10-22,25,22-10-2025,inducted,Service Ready,delayed,OK
D262025-10-22,26,22-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D272025-10-22,27,22-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D282025-10-22,28,22-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D292025-10-22,29,22-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D302025-10-22,30,22-10-2025,inducted,Service Ready,withdrawn,OK
D312025-10-22,31,22-10-2025,inducted,Service Ready,delayed,OK
D322025-10-22,32,22-10-2025,inducted,Mileage Balanced,success,Issue Noted
D332025-10-22,33,22-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D342025-10-22,34,22-10-2025,standby,Operational Buffer,delayed,Issue Noted
D352025-10-22,35,22-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D362025-10-22,36,22-10-2025,inducted,Branding Commitment,delayed,OK
D372025-10-22,37,22-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D382025-10-22,38,22-10-2025,inducted,Branding Commitment,success,Override Applied
D392025-10-22,39,22-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D402025-10-22,40,22-10-2025,inducted,Branding Commitment,withdrawn,OK
D412025-10-22,41,22-10-2025,inducted,Service Ready,success,OK
D422025-10-22,42,22-10-2025,standby,Reserve Rake,success,OK
D432025-10-22,43,22-10-2025,inducted,Service Ready,success,Issue Noted
D442025-10-22,44,22-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D452025-10-22,45,22-10-2025,maintenance,Pending Job Card,delayed,Override Applied
D462025-10-22,46,22-10-2025,inducted,Service Ready,delayed,Issue Noted
D472025-10-22,47,22-10-2025,maintenance,Pending Job Card,success,Override Applied
D482025-10-22,48,22-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D492025-10-22,49,22-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D502025-10-22,50,22-10-2025,standby,Reserve Rake,success,Issue Noted
D512025-10-22,51,22-10-2025,maintenance,Pending Job Card,delayed,OK
D522025-10-22,52,22-10-2025,inducted,Branding Commitment,withdrawn,OK
