record_id,trainset_id,rake_number,bogie_count,date,time_slot,station_name,in_time,out_time,passenger_capacity,passengers_boarded,passengers_alighted,occupancy_rate
7003,71,R1070,3,23-09-2025,Morning Peak,Companypady,07:09,07:10,975,129,46,16.7
7004,71,R1070,3,23-09-2025,Morning Peak,Ambattukavu,07:14,07:15,975,100,69,19.9
7005,71,R1070,3,23-09-2025,Morning Peak,Muttom,07:17,07:18,975,112,150,16
7006,71,R1070,3,23-09-2025,Morning Peak,Kalamassery,07:20,07:21,975,56,64,15.2
7007,71,R1070,3,23-09-2025,Morning Peak,Cochin University,07:25,07:28,975,91,20,22.5
7008,71,R1070,3,23-09-2025,Morning Peak,Pathadipalam,07:28,07:30,975,108,147,18.5
7009,71,R1070,3,23-09-2025,Morning Peak,Edapally,07:33,07:36,975,117,114,18.8
7010,71,R1070,3,23-09-2025,Morning Peak,Changampuzha Park,07:37,07:40,975,107,118,17.6
7011,71,R1070,3,23-09-2025,Morning Peak,Palarivattom,07:42,07:45,975,106,51,23.3
7012,71,R1070,3,23-09-2025,Morning Peak,JLN Stadium,07:45,07:46,975,33,34,23.2
7013,71,R1070,3,23-09-2025,Morning Peak,Kaloor,07:51,07:54,975,139,117,25.4
7014,71,R1070,3,23-09-2025,Morning Peak,Town Hall,07:57,08:00,975,87,20,32.3
7015,71,R1070,3,23-09-2025,Morning Peak,M.G Road,08:03,08:04,975,159,20,46.6
7016,71,R1070,3,23-09-2025,Morning Peak,Maharaja's College,08:06,08:08,975,30,20,47.6
7017,71,R1070,3,23-09-2025,Morning Peak,Emakulam South,08:09,08:11,975,132,147,46.1
7018,71,R1070,3,23-09-2025,Morning Peak,Kadavanthra,08:12,08:14,975,78,27,51.3
7019,71,R1070,3,23-09-2025,Morning Peak,Elamkulam,08:15,08:18,975,83,139,45.5
7020,71,R1070,3,23-09-2025,Morning Peak,Vytila,08:21,08:24,975,70,20,50.7
7021,71,R1070,3,23-09-2025,Morning Peak,Thaikoodam,08:27,08:28,975,93,45,55.6
7022,71,R1070,3,23-09-2025,Morning Peak,Petta,08:31,08:33,975,114,139,53
7023,71,R1070,3,23-09-2025,Morning Peak,Vadakkekotta,08:37,08:40,975,120,23,63
7024,71,R1070,3,23-09-2025,Morning Peak,SN Junction,08:43,08:44,975,104,138,59.5
7025,71,R1070,3,23-09-2025,Morning Peak,Tripunithura,08:48,08:50,975,155,58,69.4
7026,71,R1070,3,23-09-2025,Midday,Aluva,10:00,10:02,975,9,56,0
7027,71,R1070,3,23-09-2025,Midday,Pulinchodu,10:04,10:06,975,7,9,0
7028,71,R1070,3,23-09-2025,Midday,Companypady,10:07,10:09,975,30,12,1.8
7029,71,R1070,3,23-09-2025,Midday,Ambattukavu,10:10,10:12,975,29,53,0
7030,71,R1070,3,23-09-2025,Midday,Muttom,10:16,10:19,975,19,40,0
7031,71,R1070,3,23-09-2025,Midday,Kalamassery,10:21,10:22,975,32,49,0
7032,71,R1070,3,23-09-2025,Midday,Cochin University,10:26,10:29,975,65,30,3.6
7033,71,R1070,3,23-09-2025,Midday,Pathadipalam,10:31,10:34,975,7,48,0
7034,71,R1070,3,23-09-2025,Midday,Edapally,10:34,10:35,975,37,31,0.6
7035,71,R1070,3,23-09-2025,Midday,Changampuzha Park,10:39,10:42,975,20,58,0
7036,71,R1070,3,23-09-2025,Midday,Palarivattom,10:45,10:46,975,5,42,0
7037,71,R1070,3,23-09-2025,Midday,JLN Stadium,10:49,10:52,975,44,35,0.9
7038,71,R1070,3,23-09-2025,Midday,Kaloor,10:53,10:54,975,59,63,0.5
7039,71,R1070,3,23-09-2025,Midday,Town Hall,10:56,10:58,975,48,28,2.6
7040,71,R1070,3,23-09-2025,Midday,M.G Road,10:59,11:02,975,51,17,6.1
7041,71,R1070,3,23-09-2025,Midday,Maharaja's College,11:04,11:05,975,10,16,5.4
7042,71,R1070,3,23-09-2025,Midday,Emakulam South,11:09,11:12,975,23,16,6.2
7043,71,R1070,3,23-09-2025,Midday,Kadavanthra,11:13,11:16,975,6,20,4.7
7044,71,R1070,3,23-09-2025,Midday,Elamkulam,11:18,11:19,975,41,34,5.4
7045,71,R1070,3,23-09-2025,Midday,Vytila,11:23,11:25,975,8,22,4
7046,71,R1070,3,23-09-2025,Midday,Thaikoodam,11:28,11:30,975,72,15,9.8
7047,71,R1070,3,23-09-2025,Midday,Petta,11:34,11:35,975,44,18,12.5
7048,71,R1070,3,23-09-2025,Midday,Vadakkekotta,11:39,11:41,975,60,9,17.7
7049,71,R1070,3,23-09-2025,Midday,SN Junction,11:43,11:46,975,17,42,15.2
7050,71,R1070,3,23-09-2025,Midday,Tripunithura,11:48,11:50,975,33,54,13
7051,71,R1070,3,23-09-2025,Evening Peak,Aluva,16:00,16:01,975,99,118,0
7052,71,R1070,3,23-09-2025,Evening Peak,Pulinchodu,16:03,16:05,975,57,22,3.6
7053,71,R1070,3,23-09-2025,Evening Peak,Companypady,16:07,16:08,975,152,104,8.5
7054,71,R1070,3,23-09-2025,Evening Peak,Ambattukavu,16:12,16:13,975,120,20,18.8
7055,71,R1070,3,23-09-2025,Evening Peak,Muttom,16:17,16:18,975,113,37,26.6
7056,71,R1070,3,23-09-2025,Evening Peak,Kalamassery,16:22,16:23,975,64,75,25.4
7057,71,R1070,3,23-09-2025,Evening Peak,Cochin University,16:26,16:29,975,116,39,33.3
7058,71,R1070,3,23-09-2025,Evening Peak,Pathadipalam,16:31,16:32,975,35,50,31.8
7059,71,R1070,3,23-09-2025,Evening Peak,Edapally,16:36,16:39,975,134,18,43.7
7060,71,R1070,3,23-09-2025,Evening Peak,Changampuzha Park,16:42,16:45,975,102,131,40.7
7061,71,R1070,3,23-09-2025,Evening Peak,Palarivattom,16:47,16:49,975,71,41,43.8
7062,71,R1070,3,23-09-2025,Evening Peak,JLN Stadium,16:52,16:55,975,169,30,58.1
7063,71,R1070,3,23-09-2025,Evening Peak,Kaloor,16:55,16:58,975,197,44,73.7
7064,71,R1070,3,23-09-2025,Evening Peak,Town Hall,17:01,17:03,975,120,129,72.8
7065,71,R1070,3,23-09-2025,Evening Peak,M.G Road,17:05,17:06,975,134,128,73.4
7066,71,R1070,3,23-09-2025,Evening Peak,Maharaja's College,17:11,17:12,975,188,102,82.3
7067,71,R1070,3,23-09-2025,Evening Peak,Emakulam South,17:16,17:18,975,165,21,97
7068,71,R1070,3,23-09-2025,Evening Peak,Kadavanthra,17:19,17:20,975,135,97,100
7069,71,R1070,3,23-09-2025,Evening Peak,Elamkulam,17:25,17:27,975,135,43,100
7070,71,R1070,3,23-09-2025,Evening Peak,Vytila,17:28,17:30,975,194,47,100
7071,71,R1070,3,23-09-2025,Evening Peak,Thaikoodam,17:33,17:34,975,100,95,100
7072,71,R1070,3,23-09-2025,Evening Peak,Petta,17:36,17:37,975,82,27,100
7073,71,R1070,3,23-09-2025,Evening Peak,Vadakkekotta,17:41,17:42,975,125,90,100
7074,71,R1070,3,23-09-2025,Evening Peak,SN Junction,17:47,17:48,975,92,62,100
7075,71,R1070,3,23-09-2025,Evening Peak,Tripunithura,17:50,17:53,975,79,139,93.8
7076,71,R1070,3,23-09-2025,Night,Aluva,20:00,20:02,975,79,46,3.4
7077,71,R1070,3,23-09-2025,Night,Pulinchodu,20:03,20:06,975,61,13,8.3
7078,71,R1070,3,23-09-2025,Night,Companypady,20:06,20:08,975,33,8,10.9
7079,71,R1070,3,23-09-2025,Night,Ambattukavu,20:12,20:13,975,44,69,8.3
7080,71,R1070,3,23-09-2025,Night,Muttom,20:16,20:18,975,9,16,7.6
7081,71,R1070,3,23-09-2025,Night,Kalamassery,20:22,20:25,975,62,37,10.2
7082,71,R1070,3,23-09-2025,Night,Cochin University,20:26,20:28,975,44,12,13.4
7083,71,R1070,3,23-09-2025,Night,Pathadipalam,20:31,20:32,975,67,31,17.1
7084,71,R1070,3,23-09-2025,Night,Edapally,20:36,20:37,975,21,18,17.4
7085,71,R1070,3,23-09-2025,Night,Changampuzha Park,20:40,20:42,975,44,16,20.3
7086,71,R1070,3,23-09-2025,Night,Palarivattom,20:45,20:47,975,11,31,18.3
7087,71,R1070,3,23-09-2025,Night,JLN Stadium,20:51,20:52,975,43,46,17.9
7088,71,R1070,3,23-09-2025,Night,Kaloor,20:55,20:56,975,68,64,18.4
7089,71,R1070,3,23-09-2025,Night,Town Hall,20:59,21:00,975,78,50,21.2
7090,71,R1070,3,23-09-2025,Night,M.G Road,21:03,21:06,975,47,41,21.8
7091,71,R1070,3,23-09-2025,Night,Maharaja's College,21:07,21:09,975,79,18,28.1
7092,71,R1070,3,23-09-2025,Night,Emakulam South,21:13,21:16,975,77,17,34.3
7093,71,R1070,3,23-09-2025,Night,Kadavanthra,21:18,21:19,975,41,27,35.7
7094,71,R1070,3,23-09-2025,Night,Elamkulam,21:24,21:26,975,59,66,35
7095,71,R1070,3,23-09-2025,Night,Vytila,21:29,21:30,975,64,49,36.5
7096,71,R1070,3,23-09-2025,Night,Thaikoodam,21:33,21:34,975,67,51,38.2
7097,71,R1070,3,23-09-2025,Night,Petta,21:38,21:39,975,23,29,37.5
7098,71,R1070,3,23-09-2025,Night,Vadakkekotta,21:44,21:46,975,60,26,41
7099,71,R1070,3,23-09-2025,Night,SN Junction,21:47,21:48,975,15,43,38.2
7100,71,R1070,3,23-09-2025,Night,Tripunithura,21:52,21:54,975,51,40,39.3
7101,72,R1071,5,23-09-2025,Morning Peak,Aluva,07:00,07:01,1500,53,141,0
7102,72,R1071,5,23-09-2025,Morning Peak,Pulinchodu,07:04,07:06,1500,50,17,2.2
7103,72,R1071,5,23-09-2025,Morning Peak,Companypady,07:09,07:11,1500,162,125,4.7
7104,72,R1071,5,23-09-2025,Morning Peak,Ambattukavu,07:12,07:13,1500,169,37,13.5
7105,72,R1071,5,23-09-2025,Morning Peak,Muttom,07:16,07:19,1500,30,63,11.3
7106,72,R1071,5,23-09-2025,Morning Peak,Kalamassery,07:22,07:23,1500,162,21,20.7
7107,72,R1071,5,23-09-2025,Morning Peak,Cochin University,07:27,07:30,1500,138,32,27.7
7108,72,R1071,5,23-09-2025,Morning Peak,Pathadipalam,07:31,07:34,1500,35,86,24.3
7109,72,R1071,5,23-09-2025,Morning Peak,Edapally,07:36,07:38,1500,165,120,27.3
7110,72,R1071,5,23-09-2025,Morning Peak,Changampuzha Park,07:39,07:40,1500,94,115,25.9
7111,72,R1071,5,23-09-2025,Morning Peak,Palarivattom,07:42,07:44,1500,69,75,25.5
7112,72,R1071,5,23-09-2025,Morning Peak,JLN Stadium,07:47,07:48,1500,85,76,26.1
7113,72,R1071,5,23-09-2025,Morning Peak,Kaloor,07:50,07:53,1500,121,58,30.3
7114,72,R1071,5,23-09-2025,Morning Peak,Town Hall,07:56,07:57,1500,160,22,39.5
7115,72,R1071,5,23-09-2025,Morning Peak,M.G Road,07:59,08:01,1500,74,144,34.9
7116,72,R1071,5,23-09-2025,Morning Peak,Maharaja's College,08:04,08:06,1500,141,39,41.7
7117,72,R1071,5,23-09-2025,Morning Peak,Emakulam South,08:09,08:11,1500,51,49,41.8
7118,72,R1071,5,23-09-2025,Morning Peak,Kadavanthra,08:13,08:14,1500,89,47,44.6
7119,72,R1071,5,23-09-2025,Morning Peak,Elamkulam,08:16,08:17,1500,43,96,41.1
7120,72,R1071,5,23-09-2025,Morning Peak,Vytila,08:20,08:21,1500,96,128,38.9
7121,72,R1071,5,23-09-2025,Morning Peak,Thaikoodam,08:25,08:27,1500,56,30,40.7
7122,72,R1071,5,23-09-2025,Morning Peak,Petta,08:29,08:32,1500,175,22,50.9
7123,72,R1071,5,23-09-2025,Morning Peak,Vadakkekotta,08:34,08:37,1500,125,16,58.1
7124,72,R1071,5,23-09-2025,Morning Peak,SN Junction,08:40,08:42,1500,143,84,62.1
7125,72,R1071,5,23-09-2025,Morning Peak,Tripunithura,08:44,08:45,1500,182,111,66.8
7126,72,R1071,5,23-09-2025,Midday,Aluva,10:00,10:01,1500,11,14,0
7127,72,R1071,5,23-09-2025,Midday,Pulinchodu,10:03,10:05,1500,63,39,1.6
7128,72,R1071,5,23-09-2025,Midday,Companypady,10:06,10:08,1500,7,7,1.6
7129,72,R1071,5,23-09-2025,Midday,Ambattukavu,10:11,10:12,1500,11,29,0.4
7130,72,R1071,5,23-09-2025,Midday,Muttom,10:17,10:18,1500,5,59,0
7131,72,R1071,5,23-09-2025,Midday,Kalamassery,10:20,10:21,1500,10,12,0
7132,72,R1071,5,23-09-2025,Midday,Cochin University,10:24,10:26,1500,80,67,0.9
7133,72,R1071,5,23-09-2025,Midday,Pathadipalam,10:29,10:31,1500,61,22,3.5
7134,72,R1071,5,23-09-2025,Midday,Edapally,10:32,10:34,1500,57,40,4.6
7135,72,R1071,5,23-09-2025,Midday,Changampuzha Park,10:37,10:39,1500,54,54,4.6
7136,72,R1071,5,23-09-2025,Midday,Palarivattom,10:41,10:44,1500,62,25,7.1
7137,72,R1071,5,23-09-2025,Midday,JLN Stadium,10:45,10:46,1500,5,60,3.4
7138,72,R1071,5,23-09-2025,Midday,Kaloor,10:49,10:51,1500,9,39,1.4
7139,72,R1071,5,23-09-2025,Midday,Town Hall,10:52,10:54,1500,63,68,1.1
7140,72,R1071,5,23-09-2025,Midday,M.G Road,10:56,10:59,1500,75,43,3.2
7141,72,R1071,5,23-09-2025,Midday,Maharaja's College,10:59,11:00,1500,80,25,6.9
7142,72,R1071,5,23-09-2025,Midday,Emakulam South,11:04,11:06,1500,55,49,7.3
7143,72,R1071,5,23-09-2025,Midday,Kadavanthra,11:07,11:10,1500,58,49,7.9
7144,72,R1071,5,23-09-2025,Midday,Elamkulam,11:11,11:14,1500,19,10,8.5
7145,72,R1071,5,23-09-2025,Midday,Vytila,11:14,11:17,1500,62,54,9
7146,72,R1071,5,23-09-2025,Midday,Thaikoodam,11:17,11:19,1500,65,33,11.1
7147,72,R1071,5,23-09-2025,Midday,Petta,11:22,11:25,1500,77,54,12.7
7148,72,R1071,5,23-09-2025,Midday,Vadakkekotta,11:27,11:30,1500,45,36,13.3
7149,72,R1071,5,23-09-2025,Midday,SN Junction,11:31,11:32,1500,37,47,12.6
7150,72,R1071,5,23-09-2025,Midday,Tripunithura,11:35,11:36,1500,28,15,13.5
7151,72,R1071,5,23-09-2025,Evening Peak,Aluva,16:00,16:03,1500,120,59,4.1
7152,72,R1071,5,23-09-2025,Evening Peak,Pulinchodu,16:06,16:07,1500,36,71,1.7
7153,72,R1071,5,23-09-2025,Evening Peak,Companypady,16:09,16:11,1500,157,71,7.5
7154,72,R1071,5,23-09-2025,Evening Peak,Ambattukavu,16:12,16:14,1500,36,147,0.1
7155,72,R1071,5,23-09-2025,Evening Peak,Muttom,16:18,16:21,1500,172,30,9.5
7156,72,R1071,5,23-09-2025,Evening Peak,Kalamassery,16:23,16:25,1500,62,91,7.6
7157,72,R1071,5,23-09-2025,Evening Peak,Cochin University,16:27,16:30,1500,147,53,13.9
7158,72,R1071,5,23-09-2025,Evening Peak,Pathadipalam,16:31,16:32,1500,52,104,10.4
7159,72,R1071,5,23-09-2025,Evening Peak,Edapally,16:34,16:36,1500,120,61,14.3
7160,72,R1071,5,23-09-2025,Evening Peak,Changampuzha Park,16:39,16:40,1500,102,147,11.3
7161,72,R1071,5,23-09-2025,Evening Peak,Palarivattom,16:42,16:45,1500,58,105,8.2
7162,72,R1071,5,23-09-2025,Evening Peak,JLN Stadium,16:48,16:51,1500,44,120,3.1
7163,72,R1071,5,23-09-2025,Evening Peak,Kaloor,16:52,16:53,1500,190,35,13.5
7164,72,R1071,5,23-09-2025,Evening Peak,Town Hall,16:55,16:58,1500,134,104,15.5
7165,72,R1071,5,23-09-2025,Evening Peak,M.G Road,16:58,16:59,1500,34,30,15.7
7166,72,R1071,5,23-09-2025,Evening Peak,Maharaja's College,17:03,17:04,1500,146,100,18.8
7167,72,R1071,5,23-09-2025,Evening Peak,Emakulam South,17:09,17:12,1500,119,119,18.8
7168,72,R1071,5,23-09-2025,Evening Peak,Kadavanthra,17:15,17:17,1500,168,12,29.2
7169,72,R1071,5,23-09-2025,Evening Peak,Elamkulam,17:19,17:21,1500,171,58,36.7
7170,72,R1071,5,23-09-2025,Evening Peak,Vytila,17:24,17:26,1500,84,86,36.6
7171,72,R1071,5,23-09-2025,Evening Peak,Thaikoodam,17:30,17:32,1500,143,131,37.4
7172,72,R1071,5,23-09-2025,Evening Peak,Petta,17:36,17:39,1500,85,144,33.5
7173,72,R1071,5,23-09-2025,Evening Peak,Vadakkekotta,17:41,17:44,1500,32,131,26.9
7174,72,R1071,5,23-09-2025,Evening Peak,SN Junction,17:46,17:49,1500,35,109,21.9
7175,72,R1071,5,23-09-2025,Evening Peak,Tripunithura,17:50,17:53,1500,133,85,25.1
7176,72,R1071,5,23-09-2025,Night,Aluva,20:00,20:01,1500,47,26,1.4
7177,72,R1071,5,23-09-2025,Night,Pulinchodu,20:06,20:09,1500,40,55,0.4
7178,72,R1071,5,23-09-2025,Night,Companypady,20:09,20:11,1500,45,55,0
7179,72,R1071,5,23-09-2025,Night,Ambattukavu,20:14,20:16,1500,73,30,2.9
7180,72,R1071,5,23-09-2025,Night,Muttom,20:18,20:20,1500,18,12,3.3
7181,72,R1071,5,23-09-2025,Night,Kalamassery,20:23,20:26,1500,6,37,1.2
7182,72,R1071,5,23-09-2025,Night,Cochin University,20:26,20:28,1500,71,61,1.9
7183,72,R1071,5,23-09-2025,Night,Pathadipalam,20:32,20:34,1500,41,6,4.2
7184,72,R1071,5,23-09-2025,Night,Edapally,20:37,20:39,1500,11,66,0.5
7185,72,R1071,5,23-09-2025,Night,Changampuzha Park,20:42,20:45,1500,40,61,0
7186,72,R1071,5,23-09-2025,Night,Palarivattom,20:45,20:48,1500,57,17,2.7
7187,72,R1071,5,23-09-2025,Night,JLN Stadium,20:48,20:49,1500,18,70,0
7188,72,R1071,5,23-09-2025,Night,Kaloor,20:54,20:57,1500,44,66,0
7189,72,R1071,5,23-09-2025,Night,Town Hall,20:58,21:00,1500,66,63,0.2
7190,72,R1071,5,23-09-2025,Night,M.G Road,21:03,21:06,1500,73,21,3.7
7191,72,R1071,5,23-09-2025,Night,Maharaja's College,21:08,21:09,1500,73,60,4.5
7192,72,R1071,5,23-09-2025,Night,Emakulam South,21:14,21:15,1500,38,53,3.5
7193,72,R1071,5,23-09-2025,Night,Kadavanthra,21:19,21:22,1500,68,66,3.7
7194,72,R1071,5,23-09-2025,Night,Elamkulam,21:22,21:24,1500,39,36,3.9
7195,72,R1071,5,23-09-2025,Night,Vytila,21:28,21:29,1500,41,18,5.4
7196,72,R1071,5,23-09-2025,Night,Thaikoodam,21:32,21:34,1500,30,57,3.6
7197,72,R1071,5,23-09-2025,Night,Petta,21:36,21:39,1500,53,14,6.2
7198,72,R1071,5,23-09-2025,Night,Vadakkekotta,21:41,21:42,1500,28,51,4.7
7199,72,R1071,5,23-09-2025,Night,SN Junction,21:47,21:49,1500,27,43,3.6
7200,72,R1071,5,23-09-2025,Night,Tripunithura,21:50,21:53,1500,36,12,5.2
7201,73,R1072,6,23-09-2025,Morning Peak,Aluva,07:00,07:03,1800,132,34,5.4
7202,73,R1072,6,23-09-2025,Morning Peak,Pulinchodu,07:06,07:09,1800,62,99,3.4
7203,73,R1072,6,23-09-2025,Morning Peak,Companypady,07:10,07:12,1800,111,47,6.9
7204,73,R1072,6,23-09-2025,Morning Peak,Ambattukavu,07:14,07:17,1800,166,148,7.9
7205,73,R1072,6,23-09-2025,Morning Peak,Muttom,07:19,07:22,1800,94,19,12.1
7206,73,R1072,6,23-09-2025,Morning Peak,Kalamassery,07:24,07:25,1800,139,94,14.6
7207,73,R1072,6,23-09-2025,Morning Peak,Cochin University,07:30,07:31,1800,146,52,19.8
7208,73,R1072,6,23-09-2025,Morning Peak,Pathadipalam,07:33,07:35,1800,59,134,15.7
7209,73,R1072,6,23-09-2025,Morning Peak,Edapally,07:36,07:38,1800,157,131,17.1
7210,73,R1072,6,23-09-2025,Morning Peak,Changampuzha Park,07:40,07:42,1800,148,148,17.1
7211,73,R1072,6,23-09-2025,Morning Peak,Palarivattom,07:45,07:48,1800,137,66,21.1
7212,73,R1072,6,23-09-2025,Morning Peak,JLN Stadium,07:48,07:50,1800,125,150,19.7
7213,73,R1072,6,23-09-2025,Morning Peak,Kaloor,07:53,07:55,1800,87,47,21.9
7214,73,R1072,6,23-09-2025,Morning Peak,Town Hall,07:56,07:58,1800,30,15,22.7
7215,73,R1072,6,23-09-2025,Morning Peak,M.G Road,08:01,08:02,1800,100,79,23.9
7216,73,R1072,6,23-09-2025,Morning Peak,Maharaja's College,08:04,08:07,1800,50,88,21.8
7217,73,R1072,6,23-09-2025,Morning Peak,Emakulam South,08:09,08:12,1800,125,45,26.2
7218,73,R1072,6,23-09-2025,Morning Peak,Kadavanthra,08:15,08:17,1800,148,90,29.4
7219,73,R1072,6,23-09-2025,Morning Peak,Elamkulam,08:19,08:22,1800,184,67,35.9
7220,73,R1072,6,23-09-2025,Morning Peak,Vytila,08:22,08:23,1800,161,31,43.2
7221,73,R1072,6,23-09-2025,Morning Peak,Thaikoodam,08:25,08:28,1800,175,69,49.1
7222,73,R1072,6,23-09-2025,Morning Peak,Petta,08:29,08:30,1800,136,119,50
7223,73,R1072,6,23-09-2025,Morning Peak,Vadakkekotta,08:34,08:36,1800,118,104,50.8
7224,73,R1072,6,23-09-2025,Morning Peak,SN Junction,08:39,08:42,1800,151,75,55
7225,73,R1072,6,23-09-2025,Morning Peak,Tripunithura,08:44,08:46,1800,109,85,56.3
7226,73,R1072,6,23-09-2025,Midday,Aluva,10:00,10:02,1800,64,7,3.2
7227,73,R1072,6,23-09-2025,Midday,Pulinchodu,10:05,10:06,1800,29,41,2.5
7228,73,R1072,6,23-09-2025,Midday,Companypady,10:08,10:11,1800,71,24,5.1
7229,73,R1072,6,23-09-2025,Midday,Ambattukavu,10:13,10:16,1800,31,69,3
7230,73,R1072,6,23-09-2025,Midday,Muttom,10:16,10:18,1800,38,68,1.3
7231,73,R1072,6,23-09-2025,Midday,Kalamassery,10:22,10:23,1800,40,52,0.7
7232,73,R1072,6,23-09-2025,Midday,Cochin University,10:27,10:30,1800,26,22,0.9
7233,73,R1072,6,23-09-2025,Midday,Pathadipalam,10:33,10:36,1800,52,54,0.8
7234,73,R1072,6,23-09-2025,Midday,Edapally,10:38,10:39,1800,16,59,0
7235,73,R1072,6,23-09-2025,Midday,Changampuzha Park,10:44,10:45,1800,10,67,0
7236,73,R1072,6,23-09-2025,Midday,Palarivattom,10:49,10:52,1800,75,14,3.4
7237,73,R1072,6,23-09-2025,Midday,JLN Stadium,10:55,10:58,1800,53,56,3.2
7238,73,R1072,6,23-09-2025,Midday,Kaloor,11:00,11:02,1800,29,9,4.3
7239,73,R1072,6,23-09-2025,Midday,Town Hall,11:05,11:06,1800,39,39,4.3
7240,73,R1072,6,23-09-2025,Midday,M.G Road,11:08,11:11,1800,73,60,5.1
7241,73,R1072,6,23-09-2025,Midday,Maharaja's College,11:12,11:13,1800,57,37,6.2
7242,73,R1072,6,23-09-2025,Midday,Emakulam South,11:16,11:17,1800,44,20,7.5
7243,73,R1072,6,23-09-2025,Midday,Kadavanthra,11:20,11:21,1800,77,43,9.4
7244,73,R1072,6,23-09-2025,Midday,Elamkulam,11:26,11:28,1800,8,70,5.9
7245,73,R1072,6,23-09-2025,Midday,Vytila,11:30,11:32,1800,22,31,5.4
7246,73,R1072,6,23-09-2025,Midday,Thaikoodam,11:35,11:36,1800,12,18,5.1
7247,73,R1072,6,23-09-2025,Midday,Petta,11:39,11:40,1800,59,70,4.5
7248,73,R1072,6,23-09-2025,Midday,Vadakkekotta,11:44,11:47,1800,48,68,3.4
7249,73,R1072,6,23-09-2025,Midday,SN Junction,11:48,11:51,1800,51,63,2.7
7250,73,R1072,6,23-09-2025,Midday,Tripunithura,11:51,11:54,1800,65,53,3.4
7251,73,R1072,6,23-09-2025,Evening Peak,Aluva,16:00,16:03,1800,121,24,5.4
7252,73,R1072,6,23-09-2025,Evening Peak,Pulinchodu,16:04,16:06,1800,163,149,6.2
7253,73,R1072,6,23-09-2025,Evening Peak,Companypady,16:10,16:13,1800,121,147,4.7
7254,73,R1072,6,23-09-2025,Evening Peak,Ambattukavu,16:15,16:18,1800,145,87,7.9
7255,73,R1072,6,23-09-2025,Evening Peak,Muttom,16:19,16:22,1800,87,138,5.1
7256,73,R1072,6,23-09-2025,Evening Peak,Kalamassery,16:25,16:28,1800,80,52,6.7
7257,73,R1072,6,23-09-2025,Evening Peak,Cochin University,16:30,16:31,1800,77,134,3.5
7258,73,R1072,6,23-09-2025,Evening Peak,Pathadipalam,16:34,16:37,1800,46,133,0
7259,73,R1072,6,23-09-2025,Evening Peak,Edapally,16:39,16:42,1800,160,82,4.3
7260,73,R1072,6,23-09-2025,Evening Peak,Changampuzha Park,16:45,16:47,1800,107,43,7.9
7261,73,R1072,6,23-09-2025,Evening Peak,Palarivattom,16:49,16:52,1800,42,84,5.6
7262,73,R1072,6,23-09-2025,Evening Peak,JLN Stadium,16:55,16:57,1800,36,131,0.3
7263,73,R1072,6,23-09-2025,Evening Peak,Kaloor,17:01,17:02,1800,156,13,8.2
7264,73,R1072,6,23-09-2025,Evening Peak,Town Hall,17:05,17:06,1800,175,142,10.1
7265,73,R1072,6,23-09-2025,Evening Peak,M.G Road,17:10,17:11,1800,41,127,5.3
7266,73,R1072,6,23-09-2025,Evening Peak,Maharaja's College,17:13,17:16,1800,36,20,6.2
7267,73,R1072,6,23-09-2025,Evening Peak,Emakulam South,17:17,17:20,1800,116,90,7.6
7268,73,R1072,6,23-09-2025,Evening Peak,Kadavanthra,17:22,17:24,1800,122,59,11.1
7269,73,R1072,6,23-09-2025,Evening Peak,Elamkulam,17:28,17:29,1800,195,83,17.3
7270,73,R1072,6,23-09-2025,Evening Peak,Vytila,17:34,17:37,1800,125,132,16.9
7271,73,R1072,6,23-09-2025,Evening Peak,Thaikoodam,17:39,17:42,1800,77,79,16.8
7272,73,R1072,6,23-09-2025,Evening Peak,Petta,17:42,17:45,1800,69,130,13.4
7273,73,R1072,6,23-09-2025,Evening Peak,Vadakkekotta,17:46,17:47,1800,142,66,17.7
7274,73,R1072,6,23-09-2025,Evening Peak,SN Junction,17:51,17:52,1800,99,20,22.1
7275,73,R1072,6,23-09-2025,Evening Peak,Tripunithura,17:57,17:59,1800,178,79,27.6
7276,73,R1072,6,23-09-2025,Night,Aluva,20:00,20:01,1800,22,56,0
7277,73,R1072,6,23-09-2025,Night,Pulinchodu,20:05,20:08,1800,62,34,1.6
7278,73,R1072,6,23-09-2025,Night,Companypady,20:08,20:11,1800,40,9,3.3
7279,73,R1072,6,23-09-2025,Night,Ambattukavu,20:12,20:14,1800,73,30,5.7
7280,73,R1072,6,23-09-2025,Night,Muttom,20:18,20:21,1800,76,63,6.4
7281,73,R1072,6,23-09-2025,Night,Kalamassery,20:21,20:22,1800,56,8,9.1
7282,73,R1072,6,23-09-2025,Night,Cochin University,20:25,20:28,1800,31,21,9.6
7283,73,R1072,6,23-09-2025,Night,Pathadipalam,20:29,20:30,1800,61,30,11.3
7284,73,R1072,6,23-09-2025,Night,Edapally,20:35,20:36,1800,32,39,10.9
7285,73,R1072,6,23-09-2025,Night,Changampuzha Park,20:38,20:39,1800,54,37,11.9
7286,73,R1072,6,23-09-2025,Night,Palarivattom,20:44,20:46,1800,20,8,12.6
7287,73,R1072,6,23-09-2025,Night,JLN Stadium,20:47,20:48,1800,25,8,13.5
7288,73,R1072,6,23-09-2025,Night,Kaloor,20:50,20:53,1800,9,46,11.4
7289,73,R1072,6,23-09-2025,Night,Town Hall,20:54,20:56,1800,10,11,11.4
